customer_id,name,email,join_date,preferred_channel,preferred_category,recency_days,frequency_purchases,monetary_total_spend,avg_order_value,website_visits_30d,product_views_30d,cart_additions_30d,cart_abandonments_30d,email_opens_30d,email_clicks_30d,support_tickets_30d,engagement_change_pct,return_rate,discount_dependency_ratio,spend_30d,spend_90d,purchase_velocity,churn_label,purchase_intent_label,clv,archetype
C1124,Aditya Sharma,aditya.sharma35@example.com,2024-01-15,Push,Home & Kitchen,155,2,1244.31,622.16,2,3,1,0,2,0,2,-76.2,0.211,0.749,0.0,124.43,36.0,1,0,1000.0,dormant
C1125,Pooja Sharma,pooja.sharma93@example.com,2024-01-15,Push,Electronics,12,39,199557.8,5116.87,40,81,17,2,13,11,2,18.0,0.044,0.255,59867.34,139690.46,9.5,0,1,425794.84,loyal
C1126,Ishita Singh,ishita.singh76@example.com,2024-01-15,WhatsApp,Beauty & Care,55,21,228124.89,10863.09,3,10,3,4,0,0,4,-37.6,0.107,0.401,0.0,159687.42,14.4,1,0,57031.22,at_risk
C1127,Meera Mehta,meera.mehta67@example.com,2024-01-15,SMS,Fashion,59,4,11077.82,2769.46,9,19,1,2,6,4,1,0.4,0.078,0.232,0.0,7754.47,161.8,1,0,4696.32,low_active
C1128,Ananya Verma,ananya.verma95@example.com,2024-01-15,SMS,Home & Kitchen,110,29,349580.31,12054.49,3,2,2,6,3,0,3,-62.9,0.154,0.451,0.0,34958.03,23.5,1,0,46773.03,at_risk
C1129,Rohan Patel,rohan.patel92@example.com,2024-01-15,Push,Beauty & Care,19,14,91363.85,6525.99,53,44,19,2,19,11,0,12.4,0.033,0.13,27409.16,63954.69,28.9,0,1,185075.76,loyal
C1130,Karan Gupta,karan.gupta77@example.com,2024-01-15,SMS,Home & Kitchen,173,2,3374.37,1687.18,0,0,0,2,0,1,4,-56.0,0.208,0.599,0.0,337.44,202.5,1,0,1000.0,dormant
C1131,Arjun Joshi,arjun.joshi25@example.com,2024-01-15,Push,Beauty & Care,7,30,276414.95,9213.83,59,87,11,0,12,5,1,25.5,0.062,0.208,82924.49,193490.46,9.9,0,1,659825.69,loyal
C1132,Neha Chawla,neha.chawla21@example.com,2024-01-15,Push,Electronics,18,30,181415.96,6047.2,34,45,10,2,24,7,0,17.7,0.055,0.243,54424.79,126991.17,11.9,0,1,395612.08,loyal
C1133,Aditya Gupta,aditya.gupta40@example.com,2024-01-15,WhatsApp,Home & Kitchen,115,26,514039.74,19770.76,6,9,2,6,0,0,4,-44.7,0.147,0.341,0.0,51403.97,20.6,1,0,87675.0,at_risk
C1134,Arjun Chawla,arjun.chawla77@example.com,2024-01-15,SMS,Sports & Fitness,3,20,111489.43,5574.47,35,34,19,3,24,9,0,10.6,0.023,0.171,33446.83,78042.6,22.5,0,1,202355.93,loyal
C1135,Riya Rao,riya.rao33@example.com,2024-01-15,SMS,Sports & Fitness,2,19,260481.79,13709.57,48,44,14,1,13,9,2,7.8,0.047,0.203,78144.54,182337.25,8.5,0,1,583521.43,loyal
C1136,Sanya Singh,sanya.singh76@example.com,2024-01-15,WhatsApp,Home & Kitchen,115,3,2172.23,724.08,2,2,0,2,1,0,4,-70.1,0.244,0.819,0.0,217.22,106.7,1,0,1000.0,dormant
C1137,Neha Rao,neha.rao84@example.com,2024-01-15,Email,Sports & Fitness,53,3,4102.16,1367.39,13,6,1,0,2,3,2,-9.9,0.09,0.479,0.0,2871.51,62.3,1,0,3111.4,low_active
C1138,Aditya Rao,aditya.rao63@example.com,2024-01-15,WhatsApp,Beauty & Care,23,10,52154.82,5215.48,38,78,23,5,22,10,1,39.6,0.082,0.475,15646.45,36508.37,66.2,0,1,62062.61,high_intent
C1139,Rohan Sharma,rohan.sharma30@example.com,2024-01-15,SMS,Beauty & Care,104,14,143253.87,10232.42,6,11,2,4,2,2,4,-49.6,0.148,0.346,0.0,14325.39,34.3,1,0,27233.16,at_risk
C1140,Arjun Gupta,arjun.gupta57@example.com,2024-01-15,Phone,Electronics,13,5,16880.49,3376.1,49,55,16,7,17,8,0,60.7,0.032,0.592,5064.15,11816.34,111.4,0,1,26286.18,high_intent
C1141,Ananya Mehta,ananya.mehta59@example.com,2024-01-15,SMS,Fashion,30,4,7347.41,1836.85,40,113,18,5,15,13,1,43.6,0.031,0.425,2204.22,5143.19,165.0,0,1,8738.11,high_intent
C1142,Ishita Mehta,ishita.mehta73@example.com,2024-01-15,WhatsApp,Beauty & Care,154,2,2289.42,1144.71,0,1,1,0,0,1,3,-49.5,0.101,0.709,0.0,228.94,26.5,1,0,1000.0,dormant
C1143,Tanvi Chawla,tanvi.chawla46@example.com,2024-01-15,WhatsApp,Electronics,42,2,4220.81,2110.41,8,16,4,2,2,4,0,-0.9,0.067,0.305,0.0,2954.57,289.5,1,0,3233.58,low_active
C1144,Karan Joshi,karan.joshi34@example.com,2024-01-15,Phone,Home & Kitchen,99,2,4322.48,2161.24,2,3,1,2,2,0,1,-41.7,0.075,0.739,0.0,432.25,200.5,1,0,1000.0,dormant
C1145,Priya Kumar,priya.kumar57@example.com,2024-01-15,Phone,Home & Kitchen,186,1,862.47,862.47,0,4,1,2,0,0,0,-86.7,0.198,0.645,0.0,86.25,377.0,1,0,1000.0,dormant
C1146,Vikram Singh,vikram.singh70@example.com,2024-01-15,SMS,Fashion,53,5,5537.5,1107.5,6,15,5,2,3,4,2,8.9,0.048,0.249,0.0,3876.25,112.2,1,0,3010.14,low_active
C1147,Meera Rao,meera.rao53@example.com,2024-01-15,Phone,Sports & Fitness,16,31,393147.7,12682.18,45,27,16,2,11,10,2,28.3,0.047,0.19,117944.31,275203.39,17.7,0,1,581429.48,loyal
C1148,Meera Sharma,meera.sharma86@example.com,2024-01-15,Push,Sports & Fitness,163,1,1284.89,1284.89,2,0,1,0,2,1,1,-49.2,0.138,0.526,0.0,128.49,515.0,1,0,1000.0,dormant
C1149,Sanya Sharma,sanya.sharma83@example.com,2024-01-15,Email,Electronics,17,7,24212.69,3458.96,46,59,21,9,16,12,1,72.3,0.06,0.493,7263.81,16948.88,20.3,0,1,56480.89,high_intent
C1150,Ananya Gupta,ananya.gupta76@example.com,2024-01-15,Phone,Home & Kitchen,174,2,2535.56,1267.78,2,3,1,0,1,1,4,-62.8,0.231,0.675,0.0,253.56,121.0,1,0,1000.0,dormant
C1151,Pooja Mehta,pooja.mehta88@example.com,2024-01-15,Email,Fashion,9,31,441684.95,14247.9,29,63,14,1,23,9,1,27.0,0.033,0.135,132505.48,309179.46,16.9,0,1,701100.3,loyal
C1152,Pooja Joshi,pooja.joshi45@example.com,2024-01-15,WhatsApp,Sports & Fitness,58,5,10820.8,2164.16,10,17,3,1,4,1,1,1.0,0.11,0.437,0.0,7574.56,64.8,1,0,9097.24,low_active
C1153,Rohan Singh,rohan.singh66@example.com,2024-01-15,SMS,Fashion,7,29,185499.25,6396.53,50,59,9,0,15,7,0,13.7,0.062,0.108,55649.78,129849.47,10.1,0,1,437311.95,loyal
C1154,Varun Patel,varun.patel91@example.com,2024-01-15,WhatsApp,Electronics,16,7,45191.87,6455.98,65,100,11,9,14,6,0,81.4,0.047,0.729,13557.56,31634.31,38.3,0,1,109507.49,high_intent
C1155,Kavya Chawla,kavya.chawla71@example.com,2024-01-15,Email,Home & Kitchen,11,30,392419.61,13080.65,56,32,7,1,25,15,2,9.5,0.038,0.299,117725.88,274693.73,23.2,0,1,461710.0,loyal
C1156,Ananya Gupta,ananya.gupta63@example.com,2024-01-15,WhatsApp,Beauty & Care,16,23,123409.78,5365.64,33,29,5,2,11,9,1,30.3,0.06,0.26,37022.93,86386.85,9.1,0,1,275998.73,loyal
C1157,Siddharth Joshi,siddharth.joshi77@example.com,2024-01-15,Email,Sports & Fitness,44,3,5981.98,1993.99,7,8,3,1,7,4,2,-7.4,0.061,0.254,0.0,4187.39,178.3,1,0,3400.44,low_active
C1158,Kabir Gupta,kabir.gupta11@example.com,2024-01-15,Push,Sports & Fitness,176,1,1666.78,1666.78,0,4,1,1,2,1,0,-70.0,0.142,0.868,0.0,166.68,375.0,1,0,1000.0,dormant
C1159,Arjun Verma,arjun.verma33@example.com,2024-01-15,SMS,Home & Kitchen,8,12,117934.47,9827.87,31,74,12,3,16,9,1,22.7,0.053,0.105,35380.34,82554.13,14.4,0,1,259727.45,loyal
C1160,Karan Rao,karan.rao11@example.com,2024-01-15,Push,Fashion,97,3,7092.71,2364.24,0,3,1,0,1,1,0,-61.7,0.189,0.853,0.0,709.27,99.0,1,0,1773.18,dormant
C1161,Meera Singh,meera.singh88@example.com,2024-01-15,Email,Fashion,45,2,2271.17,1135.59,11,16,4,3,8,2,0,2.3,0.085,0.327,0.0,1589.82,128.0,1,0,2561.15,low_active
C1162,Tanvi Verma,tanvi.verma77@example.com,2024-01-15,Phone,Home & Kitchen,19,5,14278.04,2855.61,5,6,5,1,6,2,0,12.8,0.071,0.234,4283.41,9994.63,97.4,0,0,20598.39,low_active
C1163,Rahul Joshi,rahul.joshi66@example.com,2024-01-15,Email,Sports & Fitness,152,1,2177.8,2177.8,2,3,0,1,0,1,3,-83.8,0.234,0.822,0.0,217.78,149.0,1,0,1000.0,dormant
C1164,Karan Sharma,karan.sharma81@example.com,2024-01-15,Push,Electronics,15,6,32059.74,5343.29,20,67,10,4,23,11,0,47.9,0.024,0.534,9617.92,22441.82,83.8,0,1,53466.68,high_intent
C1165,Riya Sharma,riya.sharma18@example.com,2024-01-15,WhatsApp,Home & Kitchen,41,2,1620.38,810.19,6,18,3,3,5,4,1,-5.0,0.066,0.361,0.0,1134.27,256.5,1,0,1031.32,low_active
C1166,Rohan Joshi,rohan.joshi27@example.com,2024-01-15,Push,Electronics,112,3,3578.08,1192.69,1,4,0,2,0,0,0,-72.7,0.198,0.571,0.0,357.81,233.0,1,0,1000.0,dormant
C1167,Meera Chawla,meera.chawla96@example.com,2024-01-15,SMS,Sports & Fitness,13,26,212042.84,8155.49,30,83,16,1,16,7,2,9.9,0.022,0.225,63612.85,148429.99,22.6,0,1,266122.57,loyal
C1168,Priya Sharma,priya.sharma94@example.com,2024-01-15,Phone,Electronics,75,14,259733.32,18552.38,2,3,1,5,4,2,7,-56.9,0.216,0.553,0.0,181813.32,32.8,1,0,51635.44,at_risk
C1169,Ananya Patel,ananya.patel15@example.com,2024-01-15,SMS,Fashion,18,25,269855.43,10794.22,18,42,14,1,18,13,2,11.2,0.077,0.137,80956.63,188898.8,17.6,0,1,426819.53,loyal
C1170,Rahul Patel,rahul.patel48@example.com,2024-01-15,Phone,Fashion,97,17,75666.05,4450.94,5,2,2,5,4,1,2,-25.2,0.2,0.538,0.0,7566.61,10.4,1,0,18916.51,at_risk
C1171,Pooja Kumar,pooja.kumar77@example.com,2024-01-15,SMS,Beauty & Care,5,31,368109.68,11874.51,39,48,20,1,15,8,2,12.3,0.073,0.151,110432.9,257676.78,11.5,0,1,809156.36,loyal
C1172,Vikram Chawla,vikram.chawla17@example.com,2024-01-15,SMS,Beauty & Care,18,45,133059.19,2956.87,23,74,12,2,14,9,2,21.5,0.05,0.116,39917.76,93141.43,13.4,0,1,159558.38,loyal
C1173,Rohan Chawla,rohan.chawla57@example.com,2024-01-15,Phone,Fashion,18,3,5391.71,1797.24,10,6,1,1,8,2,1,0.7,0.07,0.32,1617.51,3774.2,41.3,0,0,9101.66,low_active
C1174,Aditya Singh,aditya.singh48@example.com,2024-01-15,Email,Fashion,26,3,7527.18,2509.06,67,101,15,9,29,17,0,32.7,0.089,0.778,2258.15,5269.03,15.0,0,1,16373.94,high_intent
C1175,Arjun Patel,arjun.patel80@example.com,2024-01-15,Push,Beauty & Care,104,25,190066.49,7602.66,6,6,3,4,4,1,5,-42.8,0.182,0.31,0.0,19006.65,14.4,1,0,47516.62,at_risk
C1176,Priya Chawla,priya.chawla50@example.com,2024-01-15,Push,Home & Kitchen,14,14,160295.14,11449.65,51,53,9,0,16,12,2,28.1,0.012,0.155,48088.54,112206.6,17.0,0,1,373336.05,loyal
C1177,Karan Kumar,karan.kumar47@example.com,2024-01-15,Email,Home & Kitchen,8,36,392351.73,10898.66,51,56,20,2,16,11,2,5.7,0.017,0.3,117705.52,274646.21,5.2,0,1,845365.58,loyal
C1178,Ishita Chawla,ishita.chawla31@example.com,2024-01-15,Email,Fashion,18,43,458351.03,10659.33,26,94,6,0,10,14,0,13.3,0.017,0.161,137505.31,320845.72,9.1,0,1,952271.77,loyal
C1179,Aarav Kumar,aarav.kumar27@example.com,2024-01-15,Email,Electronics,60,2,5365.06,2682.53,4,11,5,3,4,1,2,9.9,0.066,0.4,0.0,3755.54,337.5,1,0,1740.5,low_active
C1180,Tanvi Chawla,tanvi.chawla94@example.com,2024-01-15,WhatsApp,Electronics,18,38,234245.17,6164.35,15,27,13,2,8,12,2,36.4,0.011,0.121,70273.55,163971.62,13.9,0,1,341709.13,loyal
C1181,Kavya Gupta,kavya.gupta23@example.com,2024-01-15,Phone,Fashion,8,24,67959.66,2831.65,54,92,13,2,16,10,0,11.4,0.051,0.205,20387.9,47571.76,5.3,0,1,157485.16,loyal
C1182,Pooja Kumar,pooja.kumar68@example.com,2024-01-15,Email,Fashion,128,3,6404.66,2134.89,0,0,0,1,1,1,4,-72.9,0.102,0.528,0.0,640.47,202.7,1,0,1000.0,dormant
C1183,Ishita Sharma,ishita.sharma91@example.com,2024-01-15,Email,Electronics,18,8,25939.31,3242.41,61,82,11,8,11,9,0,63.7,0.053,0.621,7781.79,18157.52,5.0,0,1,61715.79,high_intent
C1184,Karan Chawla,karan.chawla44@example.com,2024-01-15,WhatsApp,Home & Kitchen,114,26,208153.87,8005.92,1,4,3,2,1,2,3,-27.6,0.253,0.356,0.0,20815.39,5.0,1,0,52038.47,at_risk
C1185,Arjun Verma,arjun.verma48@example.com,2024-01-15,Phone,Fashion,162,2,2949.72,1474.86,2,4,1,1,2,0,0,-45.3,0.21,0.555,0.0,294.97,98.0,1,0,1000.0,dormant
C1186,Varun Singh,varun.singh16@example.com,2024-01-15,SMS,Fashion,3,33,193329.41,5858.47,53,75,15,0,16,11,1,24.0,0.054,0.164,57998.82,135330.59,5.0,0,1,463343.12,loyal
C1187,Sanya Singh,sanya.singh80@example.com,2024-01-15,SMS,Fashion,19,36,465718.61,12936.63,20,62,12,0,10,8,0,39.5,0.047,0.143,139715.58,326003.03,11.5,0,1,954097.83,loyal
C1188,Arjun Gupta,arjun.gupta59@example.com,2024-01-15,Push,Electronics,56,8,26501.13,3312.64,5,9,3,4,0,0,2,-29.3,0.124,0.531,0.0,18550.79,44.2,1,0,6625.28,at_risk
C1189,Neha Kumar,neha.kumar67@example.com,2024-01-15,Phone,Sports & Fitness,97,11,136631.29,12421.03,1,3,3,6,0,2,6,-42.4,0.266,0.383,0.0,13663.13,54.5,1,0,20779.34,at_risk
C1190,Rahul Kumar,rahul.kumar11@example.com,2024-01-15,SMS,Beauty & Care,3,27,113698.9,4211.07,51,91,10,3,13,6,1,36.5,0.071,0.249,34109.67,79589.23,12.1,0,1,269838.93,loyal
C1191,Meera Mehta,meera.mehta73@example.com,2024-01-15,WhatsApp,Fashion,16,6,34936.43,5822.74,46,78,23,10,12,11,1,32.3,0.093,0.568,10480.93,24455.5,29.8,0,1,68610.37,high_intent
C1192,Sanya Chawla,sanya.chawla86@example.com,2024-01-15,Email,Beauty & Care,58,12,141859.21,11821.6,5,2,4,4,4,1,4,-72.7,0.133,0.595,0.0,99301.45,55.1,1,0,19583.44,at_risk
C1193,Siddharth Singh,siddharth.singh65@example.com,2024-01-15,Phone,Fashion,10,32,321260.84,10039.4,53,50,20,2,13,10,1,13.6,0.037,0.172,96378.25,224882.59,21.8,0,1,381668.2,loyal
C1194,Meera Chawla,meera.chawla83@example.com,2024-01-15,Push,Beauty & Care,80,20,304475.61,15223.78,6,3,2,6,4,0,7,-60.1,0.213,0.49,0.0,213132.93,13.9,1,0,76118.9,at_risk
C1195,Riya Sharma,riya.sharma69@example.com,2024-01-15,SMS,Home & Kitchen,59,1,2861.03,2861.03,10,20,2,2,3,3,2,7.0,0.049,0.209,0.0,2002.72,244.0,1,0,2073.8,low_active
C1196,Vikram Kumar,vikram.kumar58@example.com,2024-01-15,SMS,Sports & Fitness,106,26,341024.45,13116.32,7,10,4,6,0,1,7,-72.4,0.199,0.539,0.0,34102.44,5.0,1,0,85256.11,at_risk
C1197,Riya Rao,riya.rao91@example.com,2024-01-15,WhatsApp,Fashion,90,13,209371.6,16105.51,1,11,4,4,3,0,2,-69.7,0.115,0.591,0.0,146560.12,9.0,1,0,52342.9,at_risk
C1198,Priya Mehta,priya.mehta38@example.com,2024-01-15,Phone,Sports & Fitness,21,5,29873.08,5974.62,48,87,20,7,28,17,0,50.4,0.04,0.728,8961.92,20911.16,110.4,0,1,45732.76,high_intent
C1199,Pooja Sharma,pooja.sharma71@example.com,2024-01-15,Push,Beauty & Care,20,1,2328.33,2328.33,15,9,3,2,4,4,0,-6.8,0.083,0.308,698.5,1629.83,137.0,0,0,3856.92,low_active
C1200,Varun Chawla,varun.chawla54@example.com,2024-01-15,WhatsApp,Beauty & Care,15,32,446925.43,13966.42,19,63,6,0,8,9,2,9.8,0.077,0.212,134077.63,312847.8,16.2,0,1,623655.2,loyal
C1201,Priya Gupta,priya.gupta41@example.com,2024-01-15,Email,Sports & Fitness,6,33,306034.14,9273.76,50,79,19,1,20,14,0,35.6,0.061,0.302,91810.24,214223.9,16.9,0,1,485597.37,loyal
C1202,Neha Kumar,neha.kumar60@example.com,2024-01-15,Phone,Fashion,43,5,11615.04,2323.01,10,17,1,1,3,3,2,10.5,0.052,0.347,0.0,8130.53,11.8,1,0,13933.11,low_active
C1203,Rohan Rao,rohan.rao23@example.com,2024-01-15,Email,Home & Kitchen,11,24,356300.4,14845.85,44,39,13,3,24,14,1,38.0,0.013,0.276,106890.12,249410.28,24.1,0,1,526700.76,loyal
C1204,Tanvi Kumar,tanvi.kumar88@example.com,2024-01-15,Phone,Electronics,134,2,1722.3,861.15,1,4,0,2,2,1,4,-61.6,0.233,0.32,0.0,172.23,215.5,1,0,1000.0,dormant
C1205,Karan Verma,karan.verma96@example.com,2024-01-15,Push,Electronics,30,3,4362.5,1454.17,5,10,3,1,6,4,1,12.7,0.117,0.483,1308.75,3053.75,55.7,0,0,7071.47,low_active
C1206,Tanvi Gupta,tanvi.gupta83@example.com,2024-01-15,SMS,Fashion,18,10,71032.77,7103.28,64,62,25,5,25,10,0,79.1,0.046,0.732,21309.83,49722.94,42.2,0,1,150760.47,high_intent
C1207,Neha Singh,neha.singh67@example.com,2024-01-15,WhatsApp,Home & Kitchen,1,43,427995.06,9953.37,23,49,17,3,21,14,1,13.1,0.018,0.119,128398.52,299596.54,15.4,0,1,511412.23,loyal
C1208,Kavya Chawla,kavya.chawla72@example.com,2024-01-15,WhatsApp,Sports & Fitness,16,2,3095.45,1547.72,8,6,3,1,6,3,0,6.7,0.036,0.295,928.63,2166.81,100.5,0,0,5964.19,low_active
C1209,Siddharth Rao,siddharth.rao73@example.com,2024-01-15,Phone,Electronics,21,3,19919.1,6639.7,37,109,19,8,11,18,1,42.3,0.07,0.754,5975.73,13943.37,197.3,0,1,25897.48,high_intent
C1210,Riya Patel,riya.patel64@example.com,2024-01-15,Email,Home & Kitchen,30,2,6028.47,3014.24,48,73,19,10,12,13,0,21.7,0.09,0.409,1808.54,4219.93,67.0,0,1,10466.93,high_intent
C1211,Sanya Patel,sanya.patel85@example.com,2024-01-15,Phone,Beauty & Care,111,3,4673.62,1557.87,0,1,0,0,2,1,4,-43.0,0.21,0.899,0.0,467.36,129.7,1,0,1096.32,dormant
C1212,Kabir Rao,kabir.rao78@example.com,2024-01-15,Push,Home & Kitchen,82,26,417097.22,16042.2,5,10,1,3,3,0,4,-54.9,0.196,0.551,0.0,291968.05,7.8,1,0,104274.3,at_risk
C1213,Vikram Gupta,vikram.gupta41@example.com,2024-01-15,Push,Fashion,187,3,7404.5,2468.17,1,3,0,2,2,1,3,-51.6,0.134,0.553,0.0,740.45,59.7,1,0,1851.12,dormant
C1214,Arjun Chawla,arjun.chawla19@example.com,2024-01-15,WhatsApp,Beauty & Care,47,3,3975.93,1325.31,15,16,4,3,4,1,2,-11.7,0.062,0.286,0.0,2783.15,226.0,1,0,1310.9,low_active
C1215,Rohan Chawla,rohan.chawla91@example.com,2024-01-15,WhatsApp,Sports & Fitness,95,14,97598.64,6971.33,7,5,4,4,2,1,4,-72.9,0.104,0.695,0.0,9759.86,28.3,1,0,22489.59,at_risk
C1216,Riya Rao,riya.rao26@example.com,2024-01-15,SMS,Home & Kitchen,51,9,85801.98,9533.55,2,12,4,2,0,0,5,-41.0,0.144,0.68,0.0,60061.39,67.7,1,0,12856.21,at_risk
C1217,Siddharth Sharma,siddharth.sharma64@example.com,2024-01-15,Email,Home & Kitchen,25,3,2990.11,996.7,5,16,3,0,4,2,0,-2.5,0.109,0.483,897.03,2093.08,79.0,0,0,4979.65,low_active
C1218,Arjun Mehta,arjun.mehta99@example.com,2024-01-15,SMS,Electronics,25,3,16461.52,5487.17,20,67,23,4,14,15,0,31.7,0.099,0.493,4938.46,11523.06,89.7,0,1,34665.65,high_intent
C1219,Varun Chawla,varun.chawla11@example.com,2024-01-15,Push,Electronics,200,2,3598.59,1799.29,2,1,1,0,0,1,0,-59.6,0.153,0.438,0.0,359.86,19.0,1,0,1000.0,dormant
C1220,Priya Verma,priya.verma50@example.com,2024-01-15,Push,Fashion,13,20,105121.55,5256.08,56,43,7,0,13,11,1,11.5,0.065,0.188,31536.47,73585.08,20.3,0,1,218020.69,loyal
C1221,Aditya Gupta,aditya.gupta62@example.com,2024-01-15,SMS,Fashion,3,18,263048.09,14613.78,23,40,17,2,21,9,0,35.9,0.075,0.349,78914.43,184133.66,36.7,0,1,343089.57,loyal
C1222,Sanya Mehta,sanya.mehta92@example.com,2024-01-15,Email,Sports & Fitness,20,30,223590.76,7453.03,59,28,14,1,24,13,2,31.5,0.059,0.138,67077.23,156513.53,5.0,0,1,517968.99,loyal
C1223,Aditya Kumar,aditya.kumar47@example.com,2024-01-15,WhatsApp,Fashion,46,4,5175.08,1293.77,5,12,4,0,6,1,1,-8.3,0.078,0.378,0.0,3622.56,172.8,1,0,2598.49,low_active
C1224,Rahul Gupta,rahul.gupta59@example.com,2024-01-15,SMS,Home & Kitchen,20,4,8378.66,2094.66,68,100,10,4,28,7,0,81.4,0.041,0.452,2513.6,5865.06,153.0,0,1,12297.4,high_intent
C1225,Kabir Patel,kabir.patel15@example.com,2024-01-15,SMS,Sports & Fitness,126,3,7233.91,2411.3,2,4,1,1,2,1,0,-46.9,0.212,0.693,0.0,723.39,30.3,1,0,1808.48,dormant
C1226,Riya Joshi,riya.joshi88@example.com,2024-01-15,Push,Electronics,12,3,6196.24,2065.41,52,66,12,8,20,12,0,48.6,0.05,0.504,1858.87,4337.37,62.0,0,1,14437.17,high_intent
C1227,Meera Kumar,meera.kumar40@example.com,2024-01-15,Email,Electronics,42,1,1890.93,1890.93,11,6,3,1,2,1,2,-12.6,0.05,0.405,0.0,1323.65,89.0,1,0,1509.37,low_active
C1228,Vikram Sharma,vikram.sharma30@example.com,2024-01-15,Push,Sports & Fitness,17,28,367922.42,13140.09,25,72,9,2,11,4,1,22.3,0.044,0.248,110376.73,257545.69,19.2,0,1,519633.09,loyal
C1229,Kavya Mehta,kavya.mehta77@example.com,2024-01-15,Push,Sports & Fitness,55,1,1565.18,1565.18,11,19,5,2,2,4,2,5.3,0.081,0.28,0.0,1095.63,95.0,1,0,1242.78,low_active
C1230,Neha Singh,neha.singh30@example.com,2024-01-15,WhatsApp,Sports & Fitness,176,3,6284.56,2094.85,0,1,0,0,0,0,0,-57.1,0.22,0.82,0.0,628.46,97.0,1,0,1571.14,dormant
C1231,Ishita Singh,ishita.singh59@example.com,2024-01-15,Email,Electronics,50,4,10565.72,2641.43,7,15,2,3,7,3,1,5.9,0.091,0.386,0.0,7396.0,45.8,1,0,9527.95,low_active
C1232,Rohan Rao,rohan.rao57@example.com,2024-01-15,Phone,Electronics,26,2,2297.86,1148.93,12,6,4,0,5,3,1,11.4,0.108,0.209,689.36,1608.5,76.0,0,0,4180.15,low_active
C1233,Rahul Verma,rahul.verma80@example.com,2024-01-15,WhatsApp,Home & Kitchen,27,3,3250.54,1083.51,13,14,5,1,5,3,2,-4.9,0.097,0.248,975.16,2275.38,165.7,0,0,3098.26,low_active
C1234,Ishita Patel,ishita.patel79@example.com,2024-01-15,Email,Electronics,41,1,2630.7,2630.7,7,16,1,2,2,4,2,0.2,0.031,0.286,0.0,1841.49,281.0,1,0,2470.21,low_active
C1235,Meera Verma,meera.verma36@example.com,2024-01-15,Email,Beauty & Care,18,2,15755.42,7877.71,29,75,10,4,17,20,1,64.2,0.041,0.654,4726.63,11028.79,286.0,0,1,23856.37,high_intent
C1236,Pooja Chawla,pooja.chawla20@example.com,2024-01-15,WhatsApp,Sports & Fitness,7,8,52551.96,6569.0,24,115,9,7,14,9,1,27.5,0.081,0.617,15765.59,36786.37,78.0,0,1,62124.73,high_intent
C1237,Kabir Singh,kabir.singh60@example.com,2024-01-15,Push,Beauty & Care,124,1,1183.74,1183.74,0,1,0,2,0,0,0,-58.4,0.236,0.362,0.0,118.37,364.0,1,0,1000.0,dormant
C1238,Neha Chawla,neha.chawla69@example.com,2024-01-15,SMS,Electronics,158,2,3751.54,1875.77,0,3,1,1,1,0,0,-86.6,0.11,0.725,0.0,375.15,175.5,1,0,1000.0,dormant
C1239,Neha Mehta,neha.mehta99@example.com,2024-01-15,WhatsApp,Fashion,11,21,205319.75,9777.13,20,56,16,3,24,4,2,17.1,0.053,0.111,61595.92,143723.82,30.8,0,1,220366.08,loyal
C1240,Meera Mehta,meera.mehta32@example.com,2024-01-15,SMS,Beauty & Care,161,3,7340.93,2446.98,2,1,0,1,0,0,0,-41.6,0.2,0.378,0.0,734.09,20.3,1,0,1835.23,dormant
C1241,Aarav Sharma,aarav.sharma38@example.com,2024-01-15,Email,Beauty & Care,38,1,854.09,854.09,13,13,1,0,2,2,2,-14.3,0.059,0.347,0.0,597.86,163.0,1,0,1000.0,low_active
C1242,Siddharth Gupta,siddharth.gupta21@example.com,2024-01-15,WhatsApp,Electronics,44,1,2303.25,2303.25,6,18,4,3,2,4,2,-1.6,0.055,0.499,0.0,1612.27,369.0,1,0,1719.03,low_active
C1243,Kavya Gupta,kavya.gupta55@example.com,2024-01-15,Email,Home & Kitchen,80,22,234818.75,10673.58,3,2,2,4,3,1,6,-66.8,0.259,0.577,0.0,164373.12,11.3,1,0,58704.69,at_risk
C1244,Ishita Sharma,ishita.sharma21@example.com,2024-01-15,SMS,Fashion,14,24,84714.31,3529.76,56,92,12,0,20,15,1,28.8,0.056,0.168,25414.29,59300.02,13.2,0,1,202159.17,loyal
C1245,Ishita Joshi,ishita.joshi72@example.com,2024-01-15,Phone,Sports & Fitness,131,2,1604.23,802.12,1,1,0,1,2,0,0,-68.4,0.239,0.552,0.0,160.42,191.0,1,0,1000.0,dormant
C1246,Kabir Sharma,kabir.sharma70@example.com,2024-01-15,Push,Sports & Fitness,10,4,16337.45,4084.36,26,71,15,6,27,19,0,39.2,0.099,0.564,4901.23,11436.22,143.0,0,1,23743.1,high_intent
C1247,Sanya Rao,sanya.rao59@example.com,2024-01-15,Email,Fashion,120,3,2879.73,959.91,1,2,0,2,2,1,4,-79.3,0.056,0.691,0.0,287.97,131.0,1,0,1000.0,dormant
C1248,Karan Gupta,karan.gupta82@example.com,2024-01-15,SMS,Sports & Fitness,84,13,230023.17,17694.09,8,2,1,2,1,2,3,-51.3,0.294,0.374,0.0,161016.22,17.1,1,0,57505.79,at_risk
